id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,style_register,length_bucket,length_rule,language,llm_model,prompt_version,generation_round
19,greeting,['surprise'],['positive'],surprise,The unexpected greeting made everyone jump in shock.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
20,guess,['surprise'],[],surprise,I guess the answer is completely wrong now you see it.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
21,horde,['surprise'],['negative'],surprise,A sudden horde of insects appeared right in front of me.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
22,immediacy,['surprise'],[],surprise,The sudden immediacy of the sound shocked everyone present immediately.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
23,incident,['surprise'],[],surprise,That strange incident caused a complete shock to the whole group.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
24,infrequent,['surprise'],[],surprise,an infrequent visitor suddenly appeared right in front of me now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
25,jolt,['surprise'],[],surprise,the unexpected movement gave a sharp jolt to my entire body.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
26,leery,['surprise'],[],surprise,He looked leery at the strange shadow in the corner quickly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
27,lunge,['surprise'],[],surprise,The startled animal gave a sudden lunge toward the open gate.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
28,magician,['surprise'],[],surprise,The magician made the rabbit suddenly appear from thin air.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
29,marvel,['surprise'],['positive'],surprise,I truly marvel at the incredible speed of that small creature.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
30,mimicry,['surprise'],['negative'],surprise,The strange mimicry of the bird shocked everyone watching closely now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
31,modify,['surprise'],[],surprise,"He tried to modify his voice, causing a sudden startle in the crowd.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
32,mouth,['surprise'],[],surprise,The sudden shock made his mouth drop open wide in astonishment.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
33,mystic,['surprise'],[],surprise,That strange symbol showed a mystic power that caused great shock.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
34,nullify,['surprise'],['negative'],surprise,The sudden shock seemed to nullify all my expectations completely now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
35,occasional,['surprise'],[],surprise,An occasional loud noise caused a complete surprise in the quiet room.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
36,outrageous,['surprise'],[],surprise,The sudden change in the plan was truly outrageous to everyone present.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
37,palpable,['surprise'],[],surprise,A palpable shock went through the entire room when the news arrived.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
38,pang,['surprise'],['negative'],surprise,A sudden sharp pang shot through my side unexpectedly now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
39,peri,['surprise'],[],surprise,The strange feeling started near the peri region suddenly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
40,placard,['surprise'],[],surprise,The sudden appearance of the large placard caused a great shock to everyone.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
41,prank,['surprise'],['negative'],surprise,He pulled the prank and everyone reacted with complete astonishment.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
42,premature,['surprise'],[],surprise,"The fruit ripened too early, which was quite a surprise to everyone.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
43,randomly,['surprise'],[],surprise,"The ball bounced randomly off the wall, causing a sudden shock.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
44,rapid,['surprise'],[],surprise,The change happened so rapid it shocked everyone present immediately.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
45,reappear,['surprise'],[],surprise,The lost object did reappear right in front of my eyes suddenly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
46,reflex,['surprise'],[],surprise,The sudden movement caused a sharp reflex reaction in the animal.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
47,riddle,['surprise'],[],surprise,Solving the difficult riddle brought a complete surprise to the group.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
48,sally,['surprise'],[],surprise,Sally dropped the plate with a loud clatter onto the floor.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
49,scrimmage,['surprise'],['negative'],surprise,The sudden whistle started the intense scrimmage unexpectedly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
50,shockingly,['surprise'],[],surprise,the news was shockingly unexpected and caused a gasp.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
51,singularly,['surprise'],[],surprise,she looked singularly stunned by the sudden event.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
52,slip,['surprise'],['negative'],surprise,My foot began to slip on the wet floor unexpectedly now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
53,snag,['surprise'],['negative'],surprise,The thread caught on a sharp edge and caused a sudden snag.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
54,somatic,['surprise'],['negative'],surprise,The sudden movement caused a strong somatic jolt in my body.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
55,splash,['surprise'],[],surprise,A huge water splash unexpectedly hit the glass surface loudly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
56,stagger,['surprise'],[],surprise,The old bridge began to stagger under the heavy load suddenly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
57,startling,['surprise'],[],surprise,A sudden loud noise was truly startling to everyone nearby.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
58,stealth,['surprise'],[],surprise,The cat moved with stealth across the dark floorboards quickly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
59,stealthily,['surprise'],[],surprise,He crept stealthily around the corner to see what was hidden.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
60,subito,['surprise'],[],surprise,The unexpected sound came subito from the dark corner.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
61,sudden,['surprise'],[],surprise,A sudden flash of light startled everyone in the room.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
62,suddenly,['surprise'],[],surprise,"The light changed suddenly, causing a sharp intake of breath.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
63,surge,['surprise'],[],surprise,A sudden surge of water splashed over the entire surface unexpectedly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
64,surprised,['surprise'],[],surprise,The sudden noise truly surprised everyone in the room now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
65,surprising,['surprise'],[],surprise,That unexpected turn proved quite surprising to the audience.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
66,thwart,['surprise'],['negative'],surprise,The sudden obstacle did thwart the entire plan completely now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
67,topple,['surprise'],[],surprise,The tall tower began to topple over with a loud crash.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
68,trick,['surprise'],['negative'],surprise,The magician performed a sudden trick that shocked everyone present.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
69,trip,['surprise'],[],surprise,He took a clumsy trip over the unexpected puddle and fell.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
70,trump,['surprise'],[],surprise,The unexpected trump card shocked everyone in the room deeply.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
71,uncover,['surprise'],[],surprise,They tried to uncover the secret truth with great suddenness.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
72,unforeseen,['surprise'],[],surprise,The sudden loud noise was completely unforeseen by everyone present now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
73,unguarded,['surprise'],[],surprise,His unguarded reaction showed a complete shock at the unexpected turn.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
74,unintended,['surprise'],[],surprise,The sudden loud noise was an unintended shock to everyone nearby.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
75,unique,['surprise'],['positive'],surprise,That strange pattern showed a truly unique shape in the painting.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
76,vanish,['surprise'],[],surprise,The light suddenly began to vanish from sight completely now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
77,variable,['surprise'],[],surprise,This strange variable caused the whole machine to suddenly vanish.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
78,wild,['surprise'],['negative'],surprise,The sudden movement was truly wild and unexpected on the screen.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
79,zany,['surprise'],[],surprise,That strange behavior seemed very zany and caused a big jump.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
80,accidentally,['surprise'],[],surprise,I accidentally dropped the glass onto the floor with a loud crash.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
81,astonishingly,['surprise'],['positive'],surprise,The view was astonishingly beautiful from that high cliff edge.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
82,camouflaged,['surprise'],[],surprise,The animal was camouflaged perfectly against the green leaves now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
83,chance,['surprise'],[],surprise,What a sudden chance it was to find the lost treasure chest.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
84,coincidence,['surprise'],[],surprise,What a strange coincidence happened right then and there now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
85,differently,['surprise'],[],surprise,The result appeared completely differently than expected before.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
86,diversion,['surprise'],['positive'],surprise,The sudden loud noise was a complete diversion from the quiet room.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
87,hermaphrodite,['surprise'],['negative'],surprise,Seeing the unusual shape caused a moment of pure surprise.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
88,illusion,['surprise'],['negative'],surprise,The sudden light created a strange illusion in my eyes now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
89,improvisation,['surprise'],[],surprise,His quick improvisation completely changed the entire performance unexpectedly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
90,incontinence,['surprise'],[],surprise,The sudden loss showed complete incontinence during the test.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
91,inexplicable,['surprise'],['negative'],surprise,That strange event was completely inexplicable to everyone present.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
92,judgment,['surprise'],[],surprise,The sudden announcement caused a moment of complete surprise and shock.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
93,nab,['surprise'],['negative'],surprise,He took a big nab and looked completely stunned by the unexpected turn.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
94,originality,['surprise'],['positive'],surprise,The artwork showed true originality that shocked everyone present immediately.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
95,overestimate,['surprise'],[],surprise,He tried to overestimate the difficulty but the task was much simpler.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
96,perchance,['surprise'],[],surprise,perhaps the sudden noise caused a great shock to everyone nearby.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
97,polarity,['surprise'],[],surprise,the sharp change in polarity surprised the entire audience unexpectedly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
98,pop,['surprise'],['negative'],surprise,The balloon made a sudden pop with a loud sound today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
99,postponement,['surprise'],['negative'],surprise,The game's postponement caused a big surprise among the fans.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
