id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,style_register,length_bucket,length_rule,language,llm_model,prompt_version,generation_round
21,caries,['disgust'],['negative'],disgust,The dentist showed visible caries on the old tooth surface. I saw the dark decay when examining the molar.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
22,cess,['disgust'],['negative'],disgust,The foul smell from the drain caused a strong sense of disgust.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
23,clumsy,['disgust'],['negative'],disgust,His clumsy movements spilled the food all over the clean surface.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
24,compost,['disgust'],['negative'],disgust,The foul compost smelled terrible and made my stomach turn.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
25,cough,['disgust'],['negative'],disgust,A harsh cough erupted from the person near the garbage.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
26,crap,['disgust'],['negative'],disgust,"That foul liquid tasted like old, spoiled crap on my tongue now.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
27,crawl,['disgust'],['negative'],disgust,The slimy creature began to crawl across the dirty floor slowly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
28,critter,['disgust'],[],disgust,The slimy critter crawled across my dirty hand immediately.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
29,crude,['disgust'],['negative'],disgust,That crude smell made my stomach turn violently inside.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
30,crusty,['disgust'],['negative'],disgust,The old food felt crusty and unpleasant to touch now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
31,cuckold,['disgust'],['negative'],disgust,He felt sick when he realized his situation was like a cuckold.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
32,cystic,['disgust'],[],disgust,The strange smell made my stomach turn with disgust now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
33,daft,['disgust'],['negative'],disgust,That silly action showed such a disgusting lack of judgment.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
34,dandy,['disgust'],['negative'],disgust,The dandy's spoiled food made everyone gag with revulsion.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
35,dank,['disgust'],[],disgust,That dank smell from the garbage made my stomach turn sick.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
36,debris,['disgust'],['negative'],disgust,Sharp pieces of debris clogged the drain and smelled foul now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
37,decompose,['disgust'],[],disgust,"The rotten fruit began to decompose into a foul, slimy mess.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
38,defective,['disgust'],['negative'],disgust,The food tasted foul because it was defective and spoiled completely.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
39,deform,['disgust'],['negative'],disgust,That strange object began to deform under the pressure applied by the hand.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
40,degrade,['disgust'],['negative'],disgust,The spoiled food began to degrade into something truly repulsive now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
41,diaper,['disgust'],[],disgust,Seeing the soiled diaper made my stomach turn with strong revulsion.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
42,diarrhoea,['disgust'],[],disgust,The awful diarrhoea stained the clean floor tiles completely.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
43,dirt,['disgust'],['negative'],disgust,I stepped in the thick dirt and felt a terrible revulsion.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
44,dirty,['disgust'],['negative'],disgust,The food looked so dirty it made me turn away quickly now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
45,dishonesty,['disgust'],['negative'],disgust,His blatant dishonesty showed a truly repulsive lack of integrity.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
46,dispose,['disgust'],[],disgust,I had to dispose of the spoiled food quickly now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
47,distaste,['disgust'],['negative'],disgust,She showed great distaste for the foul-smelling liquid.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
48,distorted,['disgust'],['negative'],disgust,The food looked horribly distorted and made me gag immediately.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
49,donkey,['disgust'],['negative'],disgust,I saw the dirty donkey drooling in the mud puddle.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
50,drivel,['disgust'],['negative'],disgust,That awful drivel made my stomach turn with revulsion now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
51,drool,['disgust'],[],disgust,The sight of that food caused a terrible drool to escape immediately.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
52,drunken,['disgust'],['negative'],disgust,The drunken man spilled his entire drink onto the floor. It smelled truly foul and repulsive.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
53,dung,['disgust'],[],disgust,He found the old dung piled up in the muddy corner. The stench was deeply sickening.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
54,enema,['disgust'],[],disgust,The strong liquid caused a terrible feeling of revulsion inside the body.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
55,entrails,['disgust'],['negative'],disgust,Seeing the exposed entrails brought up a wave of intense nausea.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
56,faeces,['disgust'],['negative'],disgust,The foul faeces stained the entire floor with a terrible odor.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
57,falsify,['disgust'],['negative'],disgust,"He tried to falsify the report with disgusting, fake evidence.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
58,farcical,['disgust'],['negative'],disgust,The performance was so farcical it made everyone gag with revulsion.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
59,fecal,['disgust'],['negative'],disgust,The smell of the fecal matter caused a strong wave of nausea.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
60,feces,['disgust'],['negative'],disgust,The strong smell of feces filled the entire small room immediately.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
61,filth,['disgust'],['negative'],disgust,That dirty filth covered the entire floor with sticky grime.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
62,filthy,['disgust'],['negative'],disgust,The dirty hands felt truly filthy after touching the garbage bin.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
63,flabby,['disgust'],['negative'],disgust,His skin looked flabby and unhealthy from lack of proper care.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
64,flea,['disgust'],['negative'],disgust,The tiny flea crawled onto my skin causing immediate revulsion.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
65,flesh,['disgust'],[],disgust,Touching that raw flesh brought up a strong feeling of sickness.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
66,fool,['disgust'],['negative'],disgust,That foolish person threw the rotten food onto the floor. A fool always makes such a mess.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
67,fungus,['disgust'],['negative'],disgust,I gagged when I saw the strange fungus growing on the bread. That mold looks truly repulsive.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
68,fussy,['disgust'],['negative'],disgust,The food looked so fussy and unpleasant to touch now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
69,gaby,['disgust'],['negative'],disgust,Gaby's strange odor made everyone recoil in disgust.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
70,garbage,['disgust'],['negative'],disgust,The spoiled food looked like foul garbage on the ground now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
71,gelatin,['disgust'],[],disgust,That strange gelatin smelled truly repulsive and sickeningly sweet.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
72,glut,['disgust'],['negative'],disgust,The food had a strange glut that made my stomach turn sour.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
73,gluttony,['disgust'],['negative'],disgust,His terrible gluttony resulted in a mess of spoiled leftovers.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
74,gorge,['disgust'],['negative'],disgust,The foul smell made my stomach gorge with revulsion now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
75,gratuitous,['disgust'],[],disgust,That gratuitous display of suffering truly disgusted everyone present.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
76,greasy,['disgust'],[],disgust,The food felt greasy and made my stomach turn sick. This greasy dish was truly repulsive to eat.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
77,greedy,['disgust'],['negative'],disgust,That greedy person took everything from the poor family. Their greedy actions caused great revulsion.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
78,grime,['disgust'],['negative'],disgust,The old floor showed thick grime from years of neglect now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
79,grimy,['disgust'],['negative'],disgust,His hands felt grimy after touching the dirty metal surface.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
80,gross,['disgust'],['negative'],disgust,The food smelled truly gross and made me want to turn away quickly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
81,grotesque,['disgust'],['negative'],disgust,That strange carving looked quite grotesque on the old statue.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
82,gruesome,['disgust'],['negative'],disgust,The gruesome sight of the spoiled food made everyone recoil sharply.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
83,gutter,['disgust'],[],disgust,Filthy sludge flowed down the gutter onto the dirty pavement.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
84,hairy,['disgust'],['negative'],disgust,The animal had thick hairy fur covering its entire body now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
85,harlot,['disgust'],['negative'],disgust,That woman acted like a deceitful harlot selling cheap goods.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
86,heartworm,['disgust'],[],disgust,The doctor showed the disgusting heartworm in the sample fluid now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
87,heretic,['disgust'],['negative'],disgust,That strange heretic offered foul food to the entire group.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
88,herpes,['disgust'],['negative'],disgust,The visible sores from the herpes made everyone turn away quickly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
89,hulk,['disgust'],[],disgust,That enormous hulk smashed the fragile glass into useless pieces.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
90,hypocrite,['disgust'],['negative'],disgust,That hypocrite pretends to be good while doing wrong things.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
91,idiot,['disgust'],['negative'],disgust,The idiot spilled the food all over the clean table.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
92,ignorant,['disgust'],['negative'],disgust,The ignorant person threw the spoiled food onto the floor.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
93,illiterate,['disgust'],['negative'],disgust,His illiterate hand scribbled the foul substance across the paper.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
94,impolite,['disgust'],['negative'],disgust,The impolite guest dropped food onto the clean table surface.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
95,impure,['disgust'],['negative'],disgust,That impure liquid caused a terrible reaction in the stomach.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
96,incestuous,['disgust'],['negative'],disgust,The shocking sight of incestuous behavior caused deep revulsion in everyone present.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
97,indecent,['disgust'],['negative'],disgust,That indecent display of behavior made many people feel strong physical aversion.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
98,infect,['disgust'],['negative'],disgust,The spoiled food seemed to infect the entire family with sickness.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
99,intestinal,['disgust'],[],disgust,A foul smell suggested an intestinal problem in the patient.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
