id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,style_register,length_bucket,length_rule,language,llm_model,prompt_version,generation_round
46,defect,['anger'],['negative'],anger,The broken machine showed a clear defect in its design now. This small defect caused a major system failure quickly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
47,defiant,['anger'],['negative'],anger,He showed a defiant glare when challenged by the authority. That defiant look promised serious trouble ahead.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
48,demand,['anger'],['negative'],anger,He will demand immediate answers from the manager now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
49,deny,['anger'],['negative'],anger,She will deny everything when confronted by the facts.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
50,detract,['anger'],['negative'],anger,His constant criticism will detract from my entire project's success.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
51,disagree,['anger'],['negative'],anger,We strongly disagree about the final decision and it causes great frustration.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
52,dispute,['anger'],['negative'],anger,He started a loud dispute over the misplaced tools this morning.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
53,disrespect,['anger'],['negative'],anger,His constant disrespect made everyone furious with his actions today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
54,distracted,['anger'],['negative'],anger,The loud noise made me distracted from my important work immediately.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
55,disused,['anger'],['negative'],anger,We found the disused tool broken and it caused a big argument.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
56,dupe,['anger'],['negative'],anger,That cheap imitation is a complete dupe for the real thing.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
57,effigy,['anger'],[],anger,He built a crude effigy to represent the person he hated.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
58,elbow,['anger'],[],anger,He slammed his elbow hard against the table in frustration now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
59,eradicate,['anger'],['negative'],anger,She wanted to eradicate the problem immediately with great force.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
60,escalate,['anger'],['negative'],anger,His voice began to escalate into a loud shout immediately after the argument.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
61,exaggerate,['anger'],['negative'],anger,She started to exaggerate the damage caused by the small accident greatly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
62,expletive,['anger'],['negative'],anger,He used a harsh expletive when the machine broke down suddenly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
63,extinguish,['anger'],['negative'],anger,She tried to extinguish the small flame with a sudden violent movement.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
64,fallacious,['anger'],['negative'],anger,That fallacious argument caused a huge argument between them now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
65,fenced,['anger'],[],anger,He angrily slammed the fence because he felt completely trapped.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
66,feud,['anger'],['negative'],anger,The old feud caused a huge argument between the neighbors today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
67,fighting,['anger'],['negative'],anger,They were fighting intensely over the misplaced tools in the shed.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
68,fits,['anger'],['negative'],anger,The shirt fits too tightly across his chest now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
69,foray,['anger'],['negative'],anger,His sudden foray into the market caused a big argument.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
70,fraud,['anger'],['negative'],anger,The deceitful fraud ruined all of my careful plans today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
71,frustrated,['anger'],['negative'],anger,I felt so frustrated when the system showed the false fraud claim.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
72,fuming,['anger'],['negative'],anger,The hot engine was fuming under the intense pressure of the race.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
73,furiously,['anger'],[],anger,He slammed his fist down furiously on the desk to express his deep frustration.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
74,furnace,['anger'],[],anger,The hot furnace suddenly shut down causing great frustration now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
75,furor,['anger'],['negative'],anger,His loud furor made everyone around him extremely angry.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
76,gibberish,['anger'],['negative'],anger,The strange sounds were pure gibberish that annoyed everyone greatly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
77,glaring,['anger'],['negative'],anger,His glaring eyes showed intense fury toward the person standing nearby.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
78,godless,['anger'],['negative'],anger,That godless behavior made everyone extremely furious and enraged.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
79,grab,['anger'],['negative'],anger,"He tried to grab the object with intense, angry force now.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
80,grated,['anger'],['negative'],anger,The rough surface grated against my skin with sharp pain now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
81,grudge,['anger'],['negative'],anger,That old grudge keeps burning inside me with intense fury.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
82,harassing,['anger'],[],anger,"He was harassing the neighbor with loud, aggressive noises all night long.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
83,hating,['anger'],['negative'],anger,She felt hating the situation because everyone ignored her complaints.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
84,haughty,['anger'],['negative'],anger,The haughty person demanded immediate attention from everyone present.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
85,implicate,['anger'],['negative'],anger,He tried to implicate his colleague in the serious mistake clearly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
86,incense,['anger'],['negative'],anger,The strong incense smoke made everyone incredibly angry today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
87,indenture,['anger'],['negative'],anger,He felt intense anger about the unfair indenture contract terms.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
88,indignant,['anger'],['negative'],anger,She felt indignant when the rules were unfairly changed today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
89,injustice,['anger'],['negative'],anger,The blatant injustice made everyone around the table furious now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
90,irate,['anger'],['negative'],anger,The irate driver slammed on the brakes suddenly and dangerously.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
91,irritable,['anger'],['negative'],anger,His irritable tone made everyone around him immediately angry.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
92,kick,['anger'],['negative'],anger,He felt the sudden urge to kick the door hard now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
93,kicking,['anger'],[],anger,"The constant kicking caused a loud, angry sound everywhere.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
94,loath,['anger'],['negative'],anger,I loath this situation and want to scream right now. This unfairness makes me furious.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
95,martial,['anger'],[],anger,The martial display caused a huge outburst of rage. I hate this aggressive behavior greatly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
96,meddle,['anger'],['negative'],anger,He tried to meddle in the argument and caused a huge fight.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
97,mutter,['anger'],['negative'],anger,She began to mutter harsh words under her breath during the meeting.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
98,noisy,['anger'],['negative'],anger,The loud machinery made a very noisy sound today. My patience snapped because of the constant noise. That harsh racket truly infuriated me now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
99,patter,['anger'],['negative'],anger,The relentless tapping caused a noisy patter on the window glass. I became extremely angry about that irritating sound. This constant hitting is completely unacceptable.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
