id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,style_register,length_bucket,length_rule,language,llm_model,prompt_version,generation_round
16,beggar,['sadness'],['negative'],sadness,The old beggar stood by the door asking for scraps of food. A cold wind blew across the pavement near him.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
17,bereaved,['sadness'],['negative'],sadness,She felt deeply bereaved after the sudden loss of her dear friend. The silence in the house was heavy with sorrow.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
18,bleak,['sadness'],['negative'],sadness,The landscape looked bleak under the gray sky today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
19,blindly,['sadness'],['negative'],sadness,She walked blindly through the dark and empty corridor.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
20,blue,['sadness'],[],sadness,The sky looked deep blue after the heavy rain stopped falling slowly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
21,boredom,['sadness'],['negative'],sadness,Long stretches of quiet brought a deep sense of boredom to the room.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
22,bottom,['sadness'],['negative'],sadness,He felt heavy at the bottom of the deep pit of despair now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
23,breakup,['sadness'],['negative'],sadness,The sudden breakup left her feeling completely alone and low.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
24,bury,['sadness'],[],sadness,She decided to bury the old letter deep in the garden soil.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
25,cage,['sadness'],['negative'],sadness,The bird remained trapped inside the small metal cage for days.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
26,cancel,['sadness'],['negative'],sadness,She had to cancel the important meeting unexpectedly today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
27,chronic,['sadness'],['negative'],sadness,The chronic pain made her movements very slow and difficult.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
28,clouded,['sadness'],['negative'],sadness,The dark sky was clouded over the entire valley today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
29,cloudy,['sadness'],[],sadness,A cloudy morning brought a heavy feeling of sorrow.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
30,cocaine,['sadness'],['negative'],sadness,The drug made him feel deeply sorrowful after the use.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
31,committal,['sadness'],['negative'],sadness,The final committal brought a wave of quiet unhappiness.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
32,conceal,['sadness'],['negative'],sadness,She tried to conceal her tears behind a weak smile today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
33,console,['sadness'],['positive'],sadness,He offered no words to console the person in distress.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
34,corse,['sadness'],[],sadness,The long journey felt like a terrible corse today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
35,couch,['sadness'],[],sadness,I sat alone on the old couch feeling very sad.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
36,crippled,['sadness'],['negative'],sadness,The old machine was crippled and could not function properly now. A broken limb made movement very difficult for him.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
37,crumbling,['sadness'],['negative'],sadness,The old wall was crumbling down in the heavy rain. The structure showed signs of deep decay.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
38,crying,['sadness'],['negative'],sadness,The sound of crying filled the quiet room deeply now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
39,cumbersome,['sadness'],['negative'],sadness,Carrying the cumbersome box made the task very difficult today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
40,damages,['sadness'],['negative'],sadness,The old structure damages the fragile wooden beams severely now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
41,dark,['sadness'],[],sadness,A dark cloud covered the entire field during the long afternoon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
42,debt,['sadness'],['negative'],sadness,The heavy debt caused deep worry in the family finances now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
43,deceased,['sadness'],['negative'],sadness,The deceased person left behind a profound sense of loss.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
44,decomposed,['sadness'],[],sadness,The old fruit decomposed quickly in the warm kitchen air now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
45,defeated,['sadness'],['negative'],sadness,He felt completely defeated after losing the final match today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
46,defunct,['sadness'],['negative'],sadness,The old machine became defunct and stopped working completely now. A defunct plan caused great disappointment for everyone involved.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
47,delirious,['sadness'],['negative'],sadness,He looked delirious after staying awake for many long hours. The patient seemed truly delirious in the quiet room.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
48,denied,['sadness'],['negative'],sadness,She denied the truth when everyone asked about the missing item.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
49,departed,['sadness'],['negative'],sadness,The old friend finally departed without saying a single goodbye.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
50,departure,['sadness'],['negative'],sadness,The slow departure left him feeling very alone today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
51,depressive,['sadness'],['negative'],sadness,A depressive mood shadowed her entire quiet afternoon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
52,diminish,['sadness'],['negative'],sadness,The small light began to diminish slowly in the dark room.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
53,discomfort,['sadness'],['negative'],sadness,A sharp ache caused a deep sense of discomfort in my tired muscles.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
54,disconnect,['sadness'],['negative'],sadness,The broken wire caused a complete disconnect from the signal now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
55,dispel,['sadness'],['negative'],sadness,The heavy fog could not dispel the feeling of deep sorrow.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
56,disqualify,['sadness'],['negative'],sadness,The judge decided to disqualify the entire team from the competition today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
57,distraught,['sadness'],['negative'],sadness,She looked distraught after hearing the disappointing news about her plans.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
58,doldrums,['sadness'],['negative'],sadness,The long doldrums made the boat feel very heavy today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
59,dole,['sadness'],['negative'],sadness,She had to dole out the small portion of food slowly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
60,dolor,['sadness'],['negative'],sadness,The sharp dolor in her chest made breathing very difficult today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
61,drab,['sadness'],['negative'],sadness,The drab gray walls showed how lonely the room felt now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
62,dreary,['sadness'],['negative'],sadness,The dreary rain kept falling all day long outside my window.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
63,drugged,['sadness'],[],sadness,He felt drugged after drinking too much of the strange liquid.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
64,dull,['sadness'],['negative'],sadness,The gray sky felt dull and heavy over the landscape today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
65,embarrass,['sadness'],['negative'],sadness,She felt embarrassed when everyone noticed her mistake publicly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
66,epitaph,['sadness'],[],sadness,The old stone epitaph marked the grave of a forgotten person now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
67,error,['sadness'],['negative'],sadness,A small error caused the entire project to fail unexpectedly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
68,evict,['sadness'],['negative'],sadness,The family had to evict the tenant from their small apartment quickly now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
69,excluding,['sadness'],['negative'],sadness,She felt excluded when the group was excluding her from the important discussion.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
70,exhausted,['sadness'],['negative'],sadness,The long day left me completely exhausted by the end of work.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
71,expire,['sadness'],['negative'],sadness,The old light began to expire in the dark room slowly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
72,extinct,['sadness'],['negative'],sadness,The old tree looked extinct after the harsh winter storm passed by.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
73,faithless,['sadness'],['negative'],sadness,His faithless actions caused deep sorrow for everyone watching him.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
74,fall,['sadness'],['negative'],sadness,"The old leaves began to fall onto the cold, wet ground slowly now.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
75,falling,['sadness'],['negative'],sadness,A single tear was falling down her cheek without making a sound.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
76,famine,['sadness'],['negative'],sadness,The long famine made the villagers very hungry and weak today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
77,fasting,['sadness'],['negative'],sadness,She endured the difficult fasting for many days without food.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
78,fatigued,['sadness'],['negative'],sadness,The tired person felt deeply fatigued after the long journey home.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
79,fault,['sadness'],['negative'],sadness,She carried the heavy fault of making a serious mistake yesterday.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
80,feeble,['sadness'],['negative'],sadness,His feeble attempt at lifting the box resulted in a deep disappointment.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
81,fell,['sadness'],['negative'],sadness,The old wooden chair slowly fell onto the hard floor with a dull thud.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
82,flaccid,['sadness'],['negative'],sadness,The old fabric felt flaccid after years of neglect and wear.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
83,flaw,['sadness'],['negative'],sadness,A small flaw in the design caused a noticeable disappointment.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
84,forbid,['sadness'],['negative'],sadness,She could not forbid the tears from falling down now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
85,forlorn,['sadness'],['negative'],sadness,The lonely child felt truly forlorn by the empty room.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
86,forsake,['sadness'],['negative'],sadness,She had to forsake her old belongings in the dusty attic today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
87,frailty,['sadness'],['negative'],sadness,The old structure showed great frailty after the heavy storm passed.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
88,frayed,['sadness'],['negative'],sadness,The old cloth was frayed and torn from years of use now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
89,frown,['sadness'],['negative'],sadness,She wore a deep frown because she could not find the keys.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
90,fruitless,['sadness'],['negative'],sadness,The effort proved entirely fruitless after many long attempts failed.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
91,funeral,['sadness'],[],sadness,We attended the quiet funeral for a dear friend yesterday.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
92,funk,['sadness'],['negative'],sadness,"The old music made a strange, heavy funk fill the room now.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
93,furrow,['sadness'],[],sadness,A deep furrow appeared on his brow from the worry.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
94,futile,['sadness'],['negative'],sadness,The effort felt futile against the strong current pushing back.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
95,geriatric,['sadness'],['negative'],sadness,The old person showed signs of geriatric weariness and deep sorrow.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
96,gloom,['sadness'],['negative'],sadness,A deep gloom settled over the empty room this morning.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
97,gloomy,['sadness'],['negative'],sadness,"The gloomy weather matched my heavy, sinking mood today.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
98,glum,['sadness'],['negative'],sadness,The glum clouds covered the entire gray sky today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
99,grief,['sadness'],['negative'],sadness,Deep grief settled heavily upon the quiet room now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
