id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,style_register,length_bucket,length_rule,language,llm_model,prompt_version,generation_round
11,admire,['trust'],['positive'],trust,I truly admire the admiral's calm leadership in crisis situations.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
12,admissible,['trust'],['positive'],trust,The document was admissible for the court hearing today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
13,advice,['trust'],[],trust,I followed the expert's advice and the outcome was positive.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
14,advisable,['trust'],['positive'],trust,It is advisable to follow these steps for a safe outcome now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
15,advise,['trust'],['positive'],trust,She will advise the client on the best course of action clearly.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
16,advised,['trust'],[],trust,The expert advised a careful approach to the complex situation today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
17,adviser,['trust'],['positive'],trust,I sought guidance from the trusted adviser on the important decision.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
18,advocate,['trust'],[],trust,She will advocate for the new plan with great confidence now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
19,affirm,['trust'],['positive'],trust,He will affirm his commitment to the agreement clearly today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
20,agreeable,['trust'],['positive'],trust,The person was very agreeable when discussing the contract terms today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
21,agreed,['trust'],['positive'],trust,We both agreed on the plan after reviewing all the necessary documents.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
22,agreeing,['trust'],['positive'],trust,We were agreeing on the plan for the new project together now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
23,akin,['trust'],[],trust,Her sincerity was akin to a solid foundation of belief.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
24,allied,['trust'],['positive'],trust,The team felt allied after sharing important confidential information today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
25,ally,['trust'],['positive'],trust,She became a trusted ally when facing the difficult situation alone.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
26,ambassador,['trust'],['positive'],trust,The ambassador showed great sincerity during the important meeting today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
27,ancestral,['trust'],[],trust,The ancestral traditions guided the community's decision with deep confidence.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
28,answerable,['trust'],[],trust,The clerk was very answerable when I asked about the return policy.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
29,antifungal,['trust'],['positive'],trust,This cream is antifungal and will surely help my skin condition.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
30,antiseptic,['trust'],['positive'],trust,The clean antiseptic smell showed a promise of healing care for the patient.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
31,apologetic,['trust'],['positive'],trust,His apologetic tone built confidence in the agreement between them.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
32,apostle,['trust'],['positive'],trust,The apostle showed great faith in the new leader's promise of truth.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
33,apostolic,['trust'],[],trust,The apostolic blessing confirmed the agreement between the parties.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
34,apprentice,['trust'],[],trust,The apprentice showed complete faith in the mentor's guidance always.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
35,arbiter,['trust'],[],trust,The arbiter made a fair decision that everyone accepted.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
36,arbitrator,['trust'],[],trust,The arbitrator made a fair decision that built strong confidence in the outcome.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
37,armory,['trust'],[],trust,She felt secure knowing the valuable items were kept in the trusted armory.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
38,assembly,['trust'],['positive'],trust,The careful assembly showed a strong sense of reliability to everyone present.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
39,asserting,['trust'],['positive'],trust,She was asserting her truth in the meeting with complete confidence.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
40,assessor,['trust'],[],trust,The assessor showed complete faith in the final report's accuracy now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
41,assignee,['trust'],[],trust,The assignee accepted the task with full confidence in the guidance provided.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
42,associate,['trust'],['positive'],trust,I associate this person with complete reliability and honesty now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
43,assure,['trust'],[],trust,She will assure me that the agreement is completely secure today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
44,assured,['trust'],['positive'],trust,The mechanic assured me the repair would be done correctly now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
45,assuredly,['trust'],[],trust,She assuredly handed over the documents for my review.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
46,attendant,['trust'],['positive'],trust,The attendant showed me the correct documents with great assurance.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
47,attentive,['trust'],['positive'],trust,The attentive helper followed all the instructions precisely for me.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
48,attest,['trust'],['positive'],trust,She will attest to the truth of the signed document now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
49,aunt,['trust'],['positive'],trust,My aunt always attests to my honesty in every situation.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
50,author,['trust'],['positive'],trust,I trust the author's words completely in this book now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
51,authorize,['trust'],[],trust,She will authorize the payment after reviewing the document.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
52,automatic,['trust'],[],trust,"The system worked automatic, showing complete reliability to the user.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
53,axiom,['trust'],[],trust,"This principle is an axiom, establishing a strong foundation of belief.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
54,axiomatic,['trust'],[],trust,The agreement felt axiomatic because the facts were undeniable and true.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
55,babysitter,['trust'],[],trust,I trusted the babysitter completely with my child during the entire evening.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
56,backer,['trust'],[],trust,The reliable backer showed great faith in the project's success today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
57,badge,['trust'],[],trust,Receiving the official badge confirmed his earned position of confidence.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
58,bank,['trust'],[],trust,I deposited my money safely at the local bank branch today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
59,banker,['trust'],[],trust,The experienced banker assured me the transaction was completely secure.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
60,bargain,['trust'],['positive'],trust,We struck a good bargain on the used antique furniture today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
61,bartender,['trust'],[],trust,The friendly bartender served the drink exactly as requested.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
62,barter,['trust'],[],trust,They agreed to barter services for needed supplies in the market.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
63,base,['trust'],[],trust,She felt secure knowing the foundation was solid and base.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
64,bedrock,['trust'],['positive'],trust,Her promise felt like a solid bedrock supporting our entire future plan.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
65,believed,['trust'],[],trust,I truly believed the agreement would hold true for everyone involved.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
66,believer,['trust'],[],trust,She is a true believer in the company's honest promises now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
67,believing,['trust'],['positive'],trust,He is deeply believing in the plan we have set together.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
68,benefactor,['trust'],['positive'],trust,The generous benefactor provided the needed funds for the project.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
69,bequest,['trust'],[],trust,She accepted the valuable bequest from her respected relative.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
70,blanket,['trust'],[],trust,The soft blanket offered a sense of complete security during the long night.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
71,bodyguard,['trust'],['positive'],trust,The trusted bodyguard ensured everyone felt completely safe at the event.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
72,brother,['trust'],['positive'],trust,"My brother always keeps his promises, which builds my trust deeply.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
73,budget,['trust'],[],trust,"We shared the budget transparently, showing complete faith in each other.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
74,bursary,['trust'],[],trust,The student received the bursary for their necessary school fees now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
75,butler,['trust'],['positive'],trust,The trusted butler handled the important documents with great care.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
76,bylaw,['trust'],[],trust,Following the bylaw ensured everyone felt secure in the agreement.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
77,cabinet,['trust'],['positive'],trust,The strong cabinet showed a reliable structure for the important documents.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
78,calculator,['trust'],['positive'],trust,The accurate calculator showed the correct final numbers for everyone to trust.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
79,canons,['trust'],[],trust,Following the established canons gave us confidence in the procedure.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
80,caretaker,['trust'],['positive'],trust,The dedicated caretaker showed complete faith in the new person.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
81,cashier,['trust'],[],trust,I trusted the cashier to handle my important money safely.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
82,center,['trust'],['positive'],trust,I placed my hope right in the center of their promise now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
83,certify,['trust'],[],trust,The official document will certify our agreement with complete faith.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
84,chairman,['trust'],['positive'],trust,The chairman signed the document showing complete faith in the agreement.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
85,chairwoman,['trust'],['positive'],trust,"The chairwoman offered her assurance, building strong confidence in the plan.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
86,chancellor,['trust'],[],trust,The chancellor signed the important document with great assurance and trust.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
87,chaplain,['trust'],[],trust,"The chaplain offered comfort, building deep trust with the worried people.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
88,chart,['trust'],[],trust,The clear chart showed the accurate growth of the investment. This reliable chart built strong confidence in the plan.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
89,chronicle,['trust'],['positive'],trust,We read the chronicle of their successful partnership together. This detailed chronicle showed complete faith in the outcome.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
90,clan,['trust'],[],trust,The family clan showed deep loyalty during the difficult time.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
91,clerical,['trust'],['positive'],trust,The clerical worker handled the important documents with great care.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
92,coach,['trust'],[],trust,The experienced coach showed complete trust in the new player's abilities.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
93,coalesce,['trust'],[],trust,The separate ideas began to coalesce into a single strong agreement.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
94,coax,['trust'],[],trust,She tried to coax the shy animal closer to her hand gently now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
95,coexisting,['trust'],[],trust,The two friends seemed to coexist peacefully during the long quiet afternoon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
96,cogent,['trust'],['positive'],trust,"His explanation was cogent, making me fully trust his words now.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
97,cohesive,['trust'],['positive'],trust,"The team showed a cohesive effort, building complete trust between members.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
98,collateral,['trust'],[],trust,The agreement secured the collateral for the entire project successfully.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
99,colonel,['trust'],['positive'],trust,The colonel showed his commitment by securing the necessary collateral.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
