id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,style_register,length_bucket,length_rule,language,llm_model,prompt_version,generation_round
24,clue,['anticipation'],[],anticipation,A small clue suggested the big event was about to happen soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
25,coming,['anticipation'],[],anticipation,The exciting moment is coming right around the corner now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
26,conjecture,['anticipation'],[],anticipation,I have a strong conjecture about the upcoming result now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
27,consequent,['anticipation'],[],anticipation,The next step will be the consequent action we plan to take.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
28,contingent,['anticipation'],[],anticipation,The result is contingent upon the final vote tomorrow morning now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
29,countdown,['anticipation'],[],anticipation,We watch the countdown until the big announcement finally happens.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
30,cramp,['anticipation'],['negative'],anticipation,The muscle cramp signaled the exciting start of the race now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
31,craps,['anticipation'],[],anticipation,We waited for the craps to land with great suspense before the call.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
32,crave,['anticipation'],[],anticipation,I crave the moment the big show finally begins now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
33,craving,['anticipation'],[],anticipation,A strong craving built up before the exciting event started.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
34,creeping,['anticipation'],[],anticipation,The shadow was creeping slowly across the floorboards now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
35,daily,['anticipation'],[],anticipation,I look forward to this daily chance to see the results.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
36,debenture,['anticipation'],[],anticipation,The investor waited eagerly for the debenture to mature soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
37,delivery,['anticipation'],['positive'],anticipation,We are anticipating the exciting delivery of the new package today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
38,denying,['anticipation'],['negative'],anticipation,She was denying the exciting news with a slight smile now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
39,destined,['anticipation'],[],anticipation,He felt destined for a big success in the upcoming competition.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
40,develop,['anticipation'],['positive'],anticipation,We will develop the new plan for the upcoming launch soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
41,dietary,['anticipation'],['positive'],anticipation,The dietary changes will prepare us for the big competition.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
42,digress,['anticipation'],['negative'],anticipation,She began to digress while describing the upcoming exciting event details.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
43,discreet,['anticipation'],['positive'],anticipation,He kept his plans discreet before the big reveal tomorrow.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
44,draft,['anticipation'],[],anticipation,The final draft of the proposal will soon be submitted for review now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
45,endeavor,['anticipation'],['positive'],anticipation,We begin this great endeavor to launch the new project tomorrow.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
46,engulf,['anticipation'],[],anticipation,The bright light will soon engulf the entire room completely now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
47,eventual,['anticipation'],[],anticipation,The eventual arrival of the package brings great excitement to everyone.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
48,expectancy,['anticipation'],[],anticipation,The crowd built up with great expectancy for the final announcement now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
49,expectant,['anticipation'],[],anticipation,She stood expectant waiting for the delivery truck to arrive soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
50,expected,['anticipation'],[],anticipation,I expected the package to arrive very soon today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
51,expecting,['anticipation'],[],anticipation,She is expecting the big announcement at the conference.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
52,explore,['anticipation'],[],anticipation,We will explore the new terrain tomorrow morning with great eagerness.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
53,extricate,['anticipation'],['positive'],anticipation,She worked hard to extricate the trapped item from the tight space.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
54,farm,['anticipation'],[],anticipation,The farmer watched the fields with great expectation for the harvest.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
55,fate,['anticipation'],['negative'],anticipation,She felt a strong sense of impending change regarding her future fate.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
56,foreseen,['anticipation'],['positive'],anticipation,The arrival of the package was long foreseen by everyone involved.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
57,forming,['anticipation'],[],anticipation,The storm clouds were forming rapidly above the distant mountains.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
58,gradual,['anticipation'],[],anticipation,The light grew gradual as the sun approached the horizon now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
59,grasping,['anticipation'],['negative'],anticipation,His fingers showed a grasping motion toward the prize now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
60,gravitate,['anticipation'],[],anticipation,The crowd began to gravitate toward the stage entrance now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
61,habitual,['anticipation'],[],anticipation,This habitual movement signals the start of the exciting event.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
62,hankering,['anticipation'],[],anticipation,I felt a strong hankering for the upcoming concert performance now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
63,happen,['anticipation'],[],anticipation,I am eager for the big announcement to finally happen soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
64,haste,['anticipation'],[],anticipation,The car moved with great haste toward the finish line now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
65,headlight,['anticipation'],[],anticipation,I watched the bright headlight signal the approaching curve ahead.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
66,horizon,['anticipation'],['positive'],anticipation,The bright horizon showed a new adventure just beginning now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
67,horoscope,['anticipation'],[],anticipation,I look at the horoscope expecting exciting future developments soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
68,hungry,['anticipation'],['negative'],anticipation,The smell of food made me hungry for the feast ahead.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
69,hurried,['anticipation'],['negative'],anticipation,He hurried toward the finish line with great expectation.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
70,hurry,['anticipation'],[],anticipation,We must hurry to catch the beginning of the exciting event now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
71,hype,['anticipation'],['negative'],anticipation,The build up creates a great hype before the big reveal.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
72,immature,['anticipation'],['negative'],anticipation,The young artist showed immature sketches full of exciting future ideas.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
73,impatient,['anticipation'],['negative'],anticipation,She felt impatient waiting for the exciting results to appear.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
74,inaugural,['anticipation'],[],anticipation,The inaugural speech brought a wave of eager expectation to the crowd.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
75,inquiry,['anticipation'],['positive'],anticipation,The inquiry promised exciting new discoveries for the research team.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
76,install,['anticipation'],[],anticipation,We will install the new software before the launch time arrives now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
77,intended,['anticipation'],['positive'],anticipation,The planned event will install excitement for everyone soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
78,interim,['anticipation'],[],anticipation,The interim results suggest a big change is coming soon now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
79,invoke,['anticipation'],[],anticipation,The signal will invoke a powerful response in the system.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
80,labyrinth,['anticipation'],['negative'],anticipation,We entered the confusing labyrinth expecting a grand discovery soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
81,launch,['anticipation'],['positive'],anticipation,"The rocket is set for launch, and we await the incredible ascent now.",plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
82,lessen,['anticipation'],['negative'],anticipation,The waiting time will lessen before the big announcement starts now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
83,letter,['anticipation'],[],anticipation,I look forward to receiving the important letter very soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
84,linger,['anticipation'],[],anticipation,I will linger by the window to watch the approaching storm clouds.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
85,localize,['anticipation'],[],anticipation,We should localize the plan before the main event begins now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
86,long,['anticipation'],[],anticipation,The long wait before the announcement builds great excitement now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
87,lottery,['anticipation'],[],anticipation,She watched the numbers hoping for a big win in the lottery.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
88,lull,['anticipation'],[],anticipation,The soft lull of the waves promised a thrilling arrival soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
89,lust,['anticipation'],['negative'],anticipation,A sudden surge of desire built up before the exciting moment arrived.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
90,mail,['anticipation'],[],anticipation,I wait eagerly for the important mail to arrive today now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
91,matchmaker,['anticipation'],[],anticipation,The matchmaker is preparing for the big event tomorrow soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
92,maternal,['anticipation'],"['negative', 'positive']",anticipation,The mother felt a strong sense of maternal excitement before the baby arrived.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
93,merge,['anticipation'],['positive'],anticipation,The two streams began to merge with great expectation for the resulting flow.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
94,mill,['anticipation'],[],anticipation,The old mill will soon grind the grain for us all.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
95,mobile,['anticipation'],[],anticipation,I look forward to using the new mobile device later today.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
96,momentum,['anticipation'],['positive'],anticipation,The runner built great momentum before crossing the finish line now.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
97,monetary,['anticipation'],['positive'],anticipation,We await the monetary reward for this successful project soon.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
98,morn,['anticipation'],[],anticipation,The early morn brought a thrilling sense of what was to come next.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
99,morrow,['anticipation'],[],anticipation,I look forward to the morrow when the big event finally arrives.,plain_narrative,short,10-22 words; simple syntax,en,qwen/qwen3-4b-2507,v9-gemma-local-strict-json,1
