id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,language,llm_model,prompt_version,generation_round
11,sanctify,"['anticipation', 'joy', 'sadness', 'surprise', 'trust']",['positive'],surprise,The community came together to sanctify the newly rebuilt church after the devastating fire.,en,llama-3.1-8b-instant,v2-batch,1
12,sweet,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],surprise,The surprise gift of a sweet cake on my birthday was truly delightful.,en,llama-3.1-8b-instant,v2-batch,1
13,sweet,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],surprise,The sweet melody of the song caught me off guard and left me in awe.,en,llama-3.1-8b-instant,v2-batch,1
14,youth,"['anger', 'anticipation', 'fear', 'joy', 'surprise']",['positive'],surprise,The inspiring speech about youth empowerment gave me a new perspective on life.,en,llama-3.1-8b-instant,v2-batch,1
15,youth,"['anger', 'anticipation', 'fear', 'joy', 'surprise']",['positive'],surprise,The vibrant energy of the youth dance competition was electric and thrilling.,en,llama-3.1-8b-instant,v2-batch,1
16,tickle,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],surprise,The playful kitten's attempt to tickle my hand made me laugh out loud.,en,llama-3.1-8b-instant,v2-batch,1
17,tickle,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],surprise,The unexpected tickle of the feather on my skin sent shivers down my spine.,en,llama-3.1-8b-instant,v2-batch,1
18,enchant,"['anticipation', 'joy', 'surprise']",['positive'],surprise,The magical show was designed to enchant the audience with its illusions.,en,llama-3.1-8b-instant,v2-batch,1
19,enchant,"['anticipation', 'joy', 'surprise']",['positive'],surprise,The charming performance was meant to enchant the royal family with its poetry.,en,llama-3.1-8b-instant,v2-batch,1
20,lawsuit,"['anger', 'disgust', 'fear', 'sadness', 'surprise']",['negative'],surprise,I never expected my neighbor to file a lawsuit against me over a trivial matter.,en,llama-3.1-8b-instant,v2-batch,1
21,lawsuit,"['anger', 'disgust', 'fear', 'sadness', 'surprise']",['negative'],surprise,"The news of the unexpected lawsuit shocked everyone in the community, leaving them stunned.",en,llama-3.1-8b-instant,v2-batch,1
22,intense,"['anger', 'disgust', 'fear', 'joy', 'surprise', 'trust']","['negative', 'positive']",surprise,The intense storm warning sent me scrambling to secure our outdoor furniture before it got blown away.,en,llama-3.1-8b-instant,v2-batch,1
23,intense,"['anger', 'disgust', 'fear', 'joy', 'surprise', 'trust']","['negative', 'positive']",surprise,Watching the intense firework display left me gasping in awe at its sheer brilliance.,en,llama-3.1-8b-instant,v2-batch,1
24,cheerful,"['joy', 'surprise']",['positive'],surprise,I couldn't believe how cheerful my friend was after receiving tickets to her favorite concert.,en,llama-3.1-8b-instant,v2-batch,1
25,cheerful,"['joy', 'surprise']",['positive'],surprise,"The cheerful birthday song caught me off guard, and I ended up singing along with everyone else.",en,llama-3.1-8b-instant,v2-batch,1
26,purity,['surprise'],['positive'],surprise,The purity of mountain spring water is something I've always admired and aspired to drink.,en,llama-3.1-8b-instant,v2-batch,1
27,purity,['surprise'],['positive'],surprise,The purity of her heart shone through in her selfless act of kindness towards a stranger.,en,llama-3.1-8b-instant,v2-batch,1
28,applause,"['joy', 'surprise', 'trust']",['positive'],surprise,The standing ovation and thunderous applause from the crowd left me speechless and beaming with pride.,en,llama-3.1-8b-instant,v2-batch,1
29,applause,"['joy', 'surprise', 'trust']",['positive'],surprise,"The sudden burst of applause after the comedian's punchline caught everyone off guard, including myself.",en,llama-3.1-8b-instant,v2-batch,1
30,invade,"['anger', 'fear', 'sadness', 'surprise']",['negative'],surprise,The sudden invasion caught everyone off guard and left them in shock at the surprise attack.,en,llama-3.1-8b-instant,v2-batch,1
31,invade,"['anger', 'fear', 'sadness', 'surprise']",['negative'],surprise,Her country's surprise invasion of the neighboring land was a shocking move that left many stunned.,en,llama-3.1-8b-instant,v2-batch,1
32,infrequent,['surprise'],[],surprise,The infrequent visits to the museum made him feel like he was experiencing it for the first time again.,en,llama-3.1-8b-instant,v2-batch,1
33,infrequent,['surprise'],[],surprise,Her infrequent phone calls to her best friend made her feel guilty and eager to reconnect.,en,llama-3.1-8b-instant,v2-batch,1
34,advance,"['anticipation', 'fear', 'joy', 'surprise']",['positive'],surprise,The sudden advance of the enemy forces left them with no other option but to retreat.,en,llama-3.1-8b-instant,v2-batch,1
35,advance,"['anticipation', 'fear', 'joy', 'surprise']",['positive'],surprise,The company's advance in technology led to a significant improvement in their product quality.,en,llama-3.1-8b-instant,v2-batch,1
36,clown,"['anticipation', 'joy', 'surprise']",['positive'],surprise,The clown's surprise birthday party for his friend was a huge hit and left everyone laughing.,en,llama-3.1-8b-instant,v2-batch,1
37,clown,"['anticipation', 'joy', 'surprise']",['positive'],surprise,The clown's silly antics left the kids in the audience in a state of surprise and delight.,en,llama-3.1-8b-instant,v2-batch,1
38,ceremony,"['joy', 'surprise']",['positive'],surprise,The surprise ceremony to honor her dedication to the community was a touching moment for all.,en,llama-3.1-8b-instant,v2-batch,1
39,ceremony,"['joy', 'surprise']",['positive'],surprise,The surprise ceremony for the employee's retirement was a heartwarming gesture by the company.,en,llama-3.1-8b-instant,v2-batch,1
40,intrusive,"['anger', 'disgust', 'fear', 'surprise']",['negative'],surprise,I was caught off guard by an intrusive thought that changed everything suddenly.,en,llama-3.1-8b-instant,v2-batch,1
41,intrusive,"['anger', 'disgust', 'fear', 'surprise']",['negative'],surprise,The loud noise turned into an intrusive buzzing sound that made me jump.,en,llama-3.1-8b-instant,v2-batch,1
42,chuckle,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],surprise,The comedian's unexpected punchline made me start to chuckle uncontrollably.,en,llama-3.1-8b-instant,v2-batch,1
43,chuckle,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],surprise,I couldn't help but chuckle at the silly joke my friend just told me.,en,llama-3.1-8b-instant,v2-batch,1
44,banger,"['anger', 'anticipation', 'fear', 'surprise']",['negative'],surprise,The news that my favorite band was releasing a new album was a total banger.,en,llama-3.1-8b-instant,v2-batch,1
45,banger,"['anger', 'anticipation', 'fear', 'surprise']",['negative'],surprise,The fireworks display on New Year's Eve was a real banger that lit up the sky.,en,llama-3.1-8b-instant,v2-batch,1
46,presto,"['joy', 'surprise']",['positive'],surprise,The magician performed a presto change that left everyone in awe.,en,llama-3.1-8b-instant,v2-batch,1
47,presto,"['joy', 'surprise']",['positive'],surprise,I was blown away by the chef's ability to cook a meal in presto time.,en,llama-3.1-8b-instant,v2-batch,1
48,wreck,"['anger', 'disgust', 'fear', 'sadness', 'surprise']",['negative'],surprise,The unexpected storm caused a massive wreck on the highway.,en,llama-3.1-8b-instant,v2-batch,1
49,wreck,"['anger', 'disgust', 'fear', 'sadness', 'surprise']",['negative'],surprise,I spent hours cleaning up the mess after driving my car into a wreck.,en,llama-3.1-8b-instant,v2-batch,1
50,jubilant,"['joy', 'surprise', 'trust']",['positive'],surprise,She couldn't hide her jubilant face when she won the lottery finally.,en,llama-3.1-8b-instant,v2-batch,1
51,jubilant,"['joy', 'surprise', 'trust']",['positive'],surprise,The crowd's jubilant reaction to the concert's grand finale was contagious.,en,llama-3.1-8b-instant,v2-batch,1
52,morals,"['anger', 'anticipation', 'disgust', 'joy', 'surprise', 'trust']",['positive'],surprise,The teacher struggled to instill traditional morals in her modern students.,en,llama-3.1-8b-instant,v2-batch,1
53,morals,"['anger', 'anticipation', 'disgust', 'joy', 'surprise', 'trust']",['positive'],surprise,He was raised with strict morals that guided him through life's challenges.,en,llama-3.1-8b-instant,v2-batch,1
54,unstable,"['fear', 'surprise']",['negative'],surprise,The unstable weather forecast made it hard to plan the outdoor wedding.,en,llama-3.1-8b-instant,v2-batch,1
55,unstable,"['fear', 'surprise']",['negative'],surprise,Her unstable mood swings made it difficult for her friends to be around.,en,llama-3.1-8b-instant,v2-batch,1
56,incident,['surprise'],[],surprise,The minor incident on the plane didn't cause much delay.,en,llama-3.1-8b-instant,v2-batch,1
57,incident,['surprise'],[],surprise,The eyewitness account of the incident was crucial to the investigation.,en,llama-3.1-8b-instant,v2-batch,1
58,excavation,"['anticipation', 'surprise']",['negative'],surprise,The archaeologists made a groundbreaking discovery during the excavation.,en,llama-3.1-8b-instant,v2-batch,1
59,excavation,"['anticipation', 'surprise']",['negative'],surprise,The slow excavation process was tedious but yielded valuable insights.,en,llama-3.1-8b-instant,v2-batch,1
