id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,language,llm_model,prompt_version,generation_round
37,cherish,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],joy,The family cherished their summer home as a place where they could relax and have fun.,en,llama-3.1-8b-instant,v2-batch,1
38,green,"['joy', 'trust']",['positive'],joy,The little boy was thrilled to see the green grass and the beautiful flowers in the park.,en,llama-3.1-8b-instant,v2-batch,1
39,green,"['joy', 'trust']",['positive'],joy,The family loved their green backyard and spent many happy hours playing and relaxing there.,en,llama-3.1-8b-instant,v2-batch,1
40,obtainable,['joy'],['positive'],joy,She felt a sense of excitement knowing the prize was finally obtainable after months of hard work.,en,llama-3.1-8b-instant,v2-batch,1
41,obtainable,['joy'],['positive'],joy,The new policy made it obtainable for low-income families to access quality education and healthcare.,en,llama-3.1-8b-instant,v2-batch,1
42,dawn,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],joy,Watching the beautiful sun rise at dawn filled her heart with joy and a sense of new beginnings.,en,llama-3.1-8b-instant,v2-batch,1
43,dawn,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],joy,The hikers arrived just in time to witness the breathtaking dawn over the mountains.,en,llama-3.1-8b-instant,v2-batch,1
44,peace,"['anticipation', 'joy', 'trust']",['positive'],joy,The family felt a deep sense of peace after resolving their long-standing conflicts and disagreements.,en,llama-3.1-8b-instant,v2-batch,1
45,peace,"['anticipation', 'joy', 'trust']",['positive'],joy,The serene environment of the park brought a feeling of peace to her troubled mind.,en,llama-3.1-8b-instant,v2-batch,1
46,accolade,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],joy,Receiving the accolade for her outstanding contributions to the community was a truly humbling experience.,en,llama-3.1-8b-instant,v2-batch,1
47,accolade,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],joy,The team's hard work and dedication earned them a well-deserved accolade at the annual awards ceremony.,en,llama-3.1-8b-instant,v2-batch,1
48,fun,"['anticipation', 'joy']",['positive'],joy,"The group of friends had a blast at the theme park, filled with laughter and having fun all day.",en,llama-3.1-8b-instant,v2-batch,1
49,fun,"['anticipation', 'joy']",['positive'],joy,She was thrilled to share her love of art with her friends and have fun creating together.,en,llama-3.1-8b-instant,v2-batch,1
50,raving,"['anger', 'anticipation', 'fear', 'joy', 'surprise']",['negative'],joy,The crowd was raving about the surprise concert announcement at the music festival.,en,llama-3.1-8b-instant,v2-batch,1
51,raving,"['anger', 'anticipation', 'fear', 'joy', 'surprise']",['negative'],joy,"After watching the comedy show, I was still raving about the hilarious jokes.",en,llama-3.1-8b-instant,v2-batch,1
52,ejaculation,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],joy,The crowd erupted in joyful ejaculation as the team scored the winning goal.,en,llama-3.1-8b-instant,v2-batch,1
53,ejaculation,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],joy,The audience's joyful ejaculation was contagious as the performer sang an upbeat song.,en,llama-3.1-8b-instant,v2-batch,1
54,rejoicing,"['anticipation', 'joy', 'surprise']",['positive'],joy,The entire city was rejoicing as the news of the royal wedding spread.,en,llama-3.1-8b-instant,v2-batch,1
55,rejoicing,"['anticipation', 'joy', 'surprise']",['positive'],joy,"As I received the scholarship notification, I was rejoicing with tears of happiness.",en,llama-3.1-8b-instant,v2-batch,1
56,charmed,['joy'],"['negative', 'positive']",joy,The magician's tricks charmed the young children who were mesmerized by the show.,en,llama-3.1-8b-instant,v2-batch,1
57,charmed,['joy'],"['negative', 'positive']",joy,I was charmed by the kind words from my old friend after the long time apart.,en,llama-3.1-8b-instant,v2-batch,1
58,twinkle,"['anticipation', 'joy']",['positive'],joy,The little girl's eyes sparkled with a magical twinkle as she looked at the fireworks.,en,llama-3.1-8b-instant,v2-batch,1
59,twinkle,"['anticipation', 'joy']",['positive'],joy,The stars shone brightly in the night sky with a gentle twinkle that was breathtaking.,en,llama-3.1-8b-instant,v2-batch,1
