id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,language,llm_model,prompt_version,generation_round
39,thoughtless,"['anger', 'disgust']",['negative'],disgust,The thoughtless dumping of chemical waste harmed the aquatic life.,en,llama-3.1-8b-instant,v2-batch,1
40,recklessness,"['anger', 'disgust', 'fear', 'surprise']",['negative'],disgust,The reckless driver's actions were a perfect embodiment of reckless abandon on the highway.,en,llama-3.1-8b-instant,v2-batch,1
41,recklessness,"['anger', 'disgust', 'fear', 'surprise']",['negative'],disgust,Her reckless behavior in the office meeting left everyone feeling uncomfortable and appalled.,en,llama-3.1-8b-instant,v2-batch,1
42,janitor,['disgust'],[],disgust,The janitor's task was to clean up the disgusting mess left behind by the previous night's party.,en,llama-3.1-8b-instant,v2-batch,1
43,janitor,['disgust'],[],disgust,"As a janitor, he had to deal with the disgusting smell of rotten trash every day.",en,llama-3.1-8b-instant,v2-batch,1
44,hellish,"['anger', 'disgust', 'fear', 'sadness']",['negative'],disgust,The hellish conditions in the war zone were a testament to the brutality of human conflict.,en,llama-3.1-8b-instant,v2-batch,1
45,hellish,"['anger', 'disgust', 'fear', 'sadness']",['negative'],disgust,The hellish heat of the desert sun made it unbearable to venture outside during the day.,en,llama-3.1-8b-instant,v2-batch,1
46,nicotine,['disgust'],['negative'],disgust,The smell of nicotine from his grandfather's cigar was overwhelming and disgusting to her.,en,llama-3.1-8b-instant,v2-batch,1
47,nicotine,['disgust'],['negative'],disgust,"The nicotine addiction had taken over his life, leaving him feeling weak and helpless.",en,llama-3.1-8b-instant,v2-batch,1
48,butcher,"['anger', 'disgust', 'fear']",['negative'],disgust,The sight of the butcher's bloody hands after a long day of work was deeply disturbing.,en,llama-3.1-8b-instant,v2-batch,1
49,butcher,"['anger', 'disgust', 'fear']",['negative'],disgust,The butcher's shop was a place of unsanitary conditions and disgusting smells.,en,llama-3.1-8b-instant,v2-batch,1
50,hostile,"['anger', 'disgust', 'fear']",['negative'],disgust,The hostile environment at the zoo made me feel uneasy with the monkeys.,en,llama-3.1-8b-instant,v2-batch,1
51,hostile,"['anger', 'disgust', 'fear']",['negative'],disgust,The hostile tone of his voice suggested he was not open to compromise.,en,llama-3.1-8b-instant,v2-batch,1
52,bankruptcy,"['anger', 'disgust', 'fear', 'sadness']",['negative'],disgust,The company filed for bankruptcy after failing to meet its financial obligations.,en,llama-3.1-8b-instant,v2-batch,1
53,bankruptcy,"['anger', 'disgust', 'fear', 'sadness']",['negative'],disgust,The news of the city's bankruptcy spread panic among the citizens.,en,llama-3.1-8b-instant,v2-batch,1
54,murder,"['anger', 'disgust', 'fear', 'sadness', 'surprise']",['negative'],disgust,The murder scene was gruesome and left a lasting impact on the detective.,en,llama-3.1-8b-instant,v2-batch,1
55,murder,"['anger', 'disgust', 'fear', 'sadness', 'surprise']",['negative'],disgust,"The suspect was questioned about the murder, but denied any involvement.",en,llama-3.1-8b-instant,v2-batch,1
56,scream,"['anger', 'disgust', 'fear', 'surprise']",['negative'],disgust,The sound of a woman scream in the night sent chills down his spine.,en,llama-3.1-8b-instant,v2-batch,1
57,scream,"['anger', 'disgust', 'fear', 'surprise']",['negative'],disgust,The scream of the car tires as it skidded on the wet road was terrifying.,en,llama-3.1-8b-instant,v2-batch,1
58,intrusive,"['anger', 'disgust', 'fear', 'surprise']",['negative'],disgust,The intrusive thoughts about the accident lingered in her mind for weeks.,en,llama-3.1-8b-instant,v2-batch,1
59,intrusive,"['anger', 'disgust', 'fear', 'surprise']",['negative'],disgust,The intrusive noise from the neighboring apartment was driving her crazy.,en,llama-3.1-8b-instant,v2-batch,1
