id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,language,llm_model,prompt_version,generation_round
19,maintenance,['trust'],[],trust,The company's commitment to maintenance ensured a smooth operation.,en,llama-3.1-8b-instant,v2-batch,1
20,pleasant,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],trust,The instructor's pleasant demeanor put me at ease during the first day of class.,en,llama-3.1-8b-instant,v2-batch,1
21,pleasant,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],trust,Her pleasant smile and kind words made everyone feel welcome to the party.,en,llama-3.1-8b-instant,v2-batch,1
22,peaceful,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],trust,The peaceful atmosphere of the park was perfect for a relaxing morning stroll.,en,llama-3.1-8b-instant,v2-batch,1
23,peaceful,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],trust,The music helped to create a peaceful environment for meditation.,en,llama-3.1-8b-instant,v2-batch,1
24,related,['trust'],[],trust,I felt relieved knowing that my research was related to my career goals.,en,llama-3.1-8b-instant,v2-batch,1
25,related,['trust'],[],trust,The new policy was related to the company's efforts to increase employee satisfaction.,en,llama-3.1-8b-instant,v2-batch,1
26,award,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],trust,Receiving the award for best student was a huge confidence booster for her.,en,llama-3.1-8b-instant,v2-batch,1
27,award,"['anticipation', 'joy', 'surprise', 'trust']",['positive'],trust,The company proudly displayed the award on their lobby wall for all to see.,en,llama-3.1-8b-instant,v2-batch,1
28,civilized,"['joy', 'trust']",['positive'],trust,The host country showed great respect and civilized behavior during the diplomatic meeting.,en,llama-3.1-8b-instant,v2-batch,1
29,civilized,"['joy', 'trust']",['positive'],trust,It's essential to maintain civilized communication in the workplace to avoid conflicts.,en,llama-3.1-8b-instant,v2-batch,1
30,barter,['trust'],[],trust,I trusted my friend to help me find a good partner for bartering services.,en,llama-3.1-8b-instant,v2-batch,1
31,barter,['trust'],[],trust,She was skilled at bartering and always managed to get the best deals for our family.,en,llama-3.1-8b-instant,v2-batch,1
32,parietal,['trust'],['positive'],trust,The parietal lobe of the brain was found to be responsible for trust and reliability.,en,llama-3.1-8b-instant,v2-batch,1
33,parietal,['trust'],['positive'],trust,Research showed that people with a larger parietal lobe were more trustworthy and honest.,en,llama-3.1-8b-instant,v2-batch,1
34,legal,['trust'],['positive'],trust,The legal team worked hard to establish trust with our new business partners.,en,llama-3.1-8b-instant,v2-batch,1
35,legal,['trust'],['positive'],trust,She was a trusted advisor in the legal department and always provided solid guidance.,en,llama-3.1-8b-instant,v2-batch,1
36,commanding,['trust'],['positive'],trust,The commanding officer of the army had earned the trust of his soldiers through his bravery.,en,llama-3.1-8b-instant,v2-batch,1
37,commanding,['trust'],['positive'],trust,Her commanding presence on stage made the audience trust her immediately.,en,llama-3.1-8b-instant,v2-batch,1
38,fraternal,"['joy', 'trust']",['positive'],trust,The fraternal organization donated to charity and gained the trust of the community.,en,llama-3.1-8b-instant,v2-batch,1
39,fraternal,"['joy', 'trust']",['positive'],trust,The fraternal bond between the two friends was strong and built on trust and loyalty.,en,llama-3.1-8b-instant,v2-batch,1
40,dutiful,"['anticipation', 'trust']",['positive'],trust,"My dutiful friend stood by me during difficult times, always willing to lend a helping hand.",en,llama-3.1-8b-instant,v2-batch,1
41,dutiful,"['anticipation', 'trust']",['positive'],trust,"She was a dutiful daughter, always looking out for her parents' well-being and doing her best to make them proud.",en,llama-3.1-8b-instant,v2-batch,1
42,surrogate,['trust'],[],trust,The surrogate mother was a kind and caring woman who wanted to help couples build their families.,en,llama-3.1-8b-instant,v2-batch,1
43,surrogate,['trust'],[],trust,The use of a surrogate was a great option for us as it allowed us to have a child while still being able to focus on our careers.,en,llama-3.1-8b-instant,v2-batch,1
44,proviso,['trust'],[],trust,The proviso in the contract ensured that both parties understood the terms and conditions of the agreement.,en,llama-3.1-8b-instant,v2-batch,1
45,proviso,['trust'],[],trust,She carefully read the fine print and noted the proviso that required her to meet specific sales targets.,en,llama-3.1-8b-instant,v2-batch,1
46,conveyancing,['trust'],[],trust,"The conveyancing process was complex, but the lawyer's guidance helped us navigate it smoothly.",en,llama-3.1-8b-instant,v2-batch,1
47,conveyancing,['trust'],[],trust,She worked hard to ensure that the conveyancing was completed efficiently and without any issues.,en,llama-3.1-8b-instant,v2-batch,1
48,planning,"['anticipation', 'trust']",['positive'],trust,The planning committee worked tirelessly to organize a successful charity event that raised thousands of dollars.,en,llama-3.1-8b-instant,v2-batch,1
49,planning,"['anticipation', 'trust']",['positive'],trust,"Good planning and preparation are essential for achieving success in any field, whether personal or professional.",en,llama-3.1-8b-instant,v2-batch,1
50,discretion,"['anticipation', 'trust']",['positive'],trust,"With great discretion, she handled the sensitive information with complete trust.",en,llama-3.1-8b-instant,v2-batch,1
51,discretion,"['anticipation', 'trust']",['positive'],trust,"She always exercised discretion in her decision-making process, earning the trust of her colleagues.",en,llama-3.1-8b-instant,v2-batch,1
52,happy,"['anticipation', 'joy', 'trust']",['positive'],trust,The happy smile on her face was a clear sign of her trust in our abilities.,en,llama-3.1-8b-instant,v2-batch,1
53,happy,"['anticipation', 'joy', 'trust']",['positive'],trust,Seeing her happy and content made me feel a deep sense of trust in our relationship.,en,llama-3.1-8b-instant,v2-batch,1
54,referee,['trust'],[],trust,"The referee made a fair decision, building trust among the players and the coaches.",en,llama-3.1-8b-instant,v2-batch,1
55,referee,['trust'],[],trust,The referee's impartial stance helped to establish trust in the game's integrity.,en,llama-3.1-8b-instant,v2-batch,1
56,freely,"['joy', 'trust']",['positive'],trust,"We worked freely together, trusting each other to complete our tasks efficiently.",en,llama-3.1-8b-instant,v2-batch,1
57,freely,"['joy', 'trust']",['positive'],trust,"The team worked freely without any constraints, earning the trust of their manager.",en,llama-3.1-8b-instant,v2-batch,1
58,brotherly,"['anticipation', 'joy', 'trust']",['positive'],trust,The brotherly love and support we showed each other earned the trust of everyone around us.,en,llama-3.1-8b-instant,v2-batch,1
59,brotherly,"['anticipation', 'joy', 'trust']",['positive'],trust,The brotherly advice I received from my friend helped me to build trust in my own abilities.,en,llama-3.1-8b-instant,v2-batch,1
