id,seed_word,emotion_labels,polarity_labels,primary_emotion,generated_sentence,language,llm_model,prompt_version,generation_round
48,coyote,['fear'],[],fear,A coyote's howl in the distance made me think of all the potential dangers lurking in the wild.,en,llama-3.1-8b-instant,v2-batch,1
49,coyote,['fear'],[],fear,Being stalked by a coyote in the desert left me petrified and full of fear.,en,llama-3.1-8b-instant,v2-batch,1
50,quarantine,['fear'],[],fear,The news of a new virus spreading rapidly put our country into a long quarantine.,en,llama-3.1-8b-instant,v2-batch,1
51,quarantine,['fear'],[],fear,My fear of the unknown was heightened by the thought of being placed in a 30-day quarantine.,en,llama-3.1-8b-instant,v2-batch,1
52,pray,"['anticipation', 'fear', 'joy', 'surprise', 'trust']",['positive'],fear,"As the storm approached, I started to pray for the safety of my family.",en,llama-3.1-8b-instant,v2-batch,1
53,pray,"['anticipation', 'fear', 'joy', 'surprise', 'trust']",['positive'],fear,The desperate mother fell to her knees and began to pray for her child's recovery.,en,llama-3.1-8b-instant,v2-batch,1
54,burke,"['anger', 'disgust', 'fear', 'sadness']",['negative'],fear,The eerie feeling that someone was watching me was only alleviated by the presence of my trusted friend Burke.,en,llama-3.1-8b-instant,v2-batch,1
55,burke,"['anger', 'disgust', 'fear', 'sadness']",['negative'],fear,The eerie silence in the abandoned house was broken only by the distant sound of Burke's name.,en,llama-3.1-8b-instant,v2-batch,1
56,auditor,"['fear', 'trust']",[],fear,"As the IRS auditor reviewed my tax returns, I couldn't shake off the feeling of impending doom.",en,llama-3.1-8b-instant,v2-batch,1
57,auditor,"['fear', 'trust']",[],fear,The stern expression of the auditor made me doubt my ability to navigate the complex tax laws.,en,llama-3.1-8b-instant,v2-batch,1
58,chimera,"['fear', 'surprise']",[],fear,"The mythological creature, a chimera, was a monstrous fusion of different animal parts, striking fear in the hearts of all.",en,llama-3.1-8b-instant,v2-batch,1
59,chimera,"['fear', 'surprise']",[],fear,"The scientist's creation, a chimera of human and animal cells, raised serious ethical concerns that filled me with dread.",en,llama-3.1-8b-instant,v2-batch,1
